N
10002,9
C
1
R
2,5
T
10001,5
M
1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
1,1,1,1,0,1,1,1,1
